"Gene","Module","GS","GS_pvalue","MM","MM_pvalue","kTotal","kWithin","Module_Trait_Cor","Module_Trait_Pval"
"AP1S2","magenta",0.754654949723935,0.0116454112196896,-0.814978973275313,0.00407410427512205,60.0996960781799,9.86683384937626,NA,NA
"WAPL","magenta",-0.753951723062368,0.0117685956354369,0.821197678065865,0.00358187809802936,29.6519953913804,8.0598910563293,NA,NA
"SCHIP1","tan",-0.753478972189925,0.0118519196133258,0.68343902799427,0.029346892353628,18.0746134076951,2.28973377067823,NA,NA
"TM4SF19","cyan",0.749968732177611,0.0124836033717806,0.902483739092369,0.000351186047969358,28.9819415190464,12.5928122813129,NA,NA
"ZNF616","brown",-0.745528198754492,0.0133160209099146,-0.690942185413822,0.0269339119633066,27.1245031241219,5.65499573074514,NA,NA
"SH3BP2","pink",0.743099503664645,0.0137873478337058,0.579381214397914,0.0792068222134544,37.7344356808955,5.91468183516207,NA,NA
"YTHDC1","grey",-0.740438239010627,0.0143170602316074,-0.617622525658401,0.0570771198889749,6.08813253029795,0.860010709174413,NA,NA
"ARAP2","magenta",0.733585505305039,0.0157461865937567,-0.811206835294783,0.00439525151181951,62.2484995580131,9.3784979262564,NA,NA
"VPS26C","brown",0.733064060570328,0.0158588400169278,0.522602270353346,0.121192408098298,33.976871215258,16.1357466159453,NA,NA
"PLD3","cyan",0.732766375122622,0.0159234032276799,0.921079927411032,0.000154167606766764,59.0440923831395,14.9977371733054,NA,NA
"UVRAG","darkred",-0.732649188005639,0.0159488693527292,-0.865114468281307,0.00122674205395365,25.6351467327207,3.19440318766632,NA,NA
"SLC25A44","magenta",0.731261059014992,0.0162526862690976,-0.859867786728415,0.00141959730306439,37.3899667350994,7.35719955661398,NA,NA
"MTND2P28","grey",-0.729526501989411,0.0166379549472898,-0.520346108125386,0.123097117089186,6.13130480931644,0.549784770995606,NA,NA
"JKAMP","cyan",-0.728871157476101,0.0167851538225126,-0.556034370052106,0.0951062902691036,17.7571010181293,1.27404915664932,NA,NA
"BCAP29","purple",-0.724729073384661,0.0177365216288105,0.616665564149744,0.0575739353508538,31.0024996318155,2.82228388159062,NA,NA
"RGS9","magenta",0.720391675121383,0.0187721897126626,-0.821996018280944,0.00352194013337012,44.4361279978825,5.31778956291917,NA,NA
"PTGS1","pink",0.719529282489454,0.0189829879794957,0.944662738639976,3.83630739487101e-05,98.5667316877341,69.8374265225959,NA,NA
"PLEKHA2","greenyellow",0.717646116223643,0.0194489855566496,-0.697734633723785,0.0248698448211957,46.0456231302071,5.53668682122143,NA,NA
"MOB3A","greenyellow",0.716419798159307,0.0197566630550915,-0.532748289024301,0.112854303870534,18.2348226492021,1.64258668795886,NA,NA
"NBEAL2","pink",0.716377163233114,0.0197674201153672,0.761866606925074,0.0104338846201372,46.6322200821937,18.5574769262743,NA,NA
"HLA-C","blue",0.714175189362133,0.0203285162167434,-0.312824700581308,0.378821171104234,29.9105978996519,3.49018725976469,NA,NA
"ANKHD1","blue",-0.712541201556598,0.020751926903624,0.385450857537861,0.271326396444851,14.067062061578,5.08985185834686,NA,NA
